"measurement_value","base_date","year","month","day","day_of_week","is_holiday","base_time","hour","category_code","category_description","unit","nx","ny","admin_district_code","city","sub_address"
-2.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
141.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.60,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.30,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
70.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
2.10,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.30,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
24.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.80,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
88.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.80,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.70,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
311.00,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.50,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.90,2025-03-31,2025,3,31,Monday,FALSE,"0800",8,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
55.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
6.30,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.50,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
162.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.90,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
66.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
6.90,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.90,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
156.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.20,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.40,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
58.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
5.10,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
279.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
65.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
5.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
360.00,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.70,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.80,2025-03-31,2025,3,31,Monday,FALSE,"0900",9,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
53.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
8.40,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-1.50,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
101.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.30,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
61.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
8.70,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.80,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
162.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.80,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.90,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
56.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
7.80,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
0.70,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
212.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
1.10,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.30,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
51.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
7.70,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.80,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
158.00,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.20,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.40,2025-03-31,2025,3,31,Monday,FALSE,"1000",10,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
58.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
9.30,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.10,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
200.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.30,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
48.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
9.40,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
1.30,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
225.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
1.30,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.80,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
44.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
11.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.20,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
187.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
47.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
10.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.40,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
300.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.70,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
38.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
11.20,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.50,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
262.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.20,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.50,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
60.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
10.10,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
196.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.40,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.50,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
43.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
11.30,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.70,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
138.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.90,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.20,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
42.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
11.20,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.30,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
191.00,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
1.60,2025-03-31,2025,3,31,Monday,FALSE,"1200",12,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
35.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
12.60,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.50,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
194.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.10,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
57.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
10.30,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.90,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
212.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.60,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
37.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
12.30,2025-03-31,2025,3,31,Monday,FALSE,"1300",13,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
